  Elapsed time	   ECG1	   ECG2
       0:48.883	 -0.175	 -0.005
       0:48.891	 -0.205	  0.025
       0:48.898	 -0.135	  0.025
       0:48.906	 -0.095	  0.015
       0:48.914	 -0.145	 -0.015
       0:48.922	 -0.175	 -0.005
       0:48.930	 -0.165	 -0.005
       0:48.938	 -0.165	 -0.005
       0:48.945	 -0.145	  0.015
       0:48.953	 -0.145	  0.035
       0:48.961	 -0.165	 -0.025
       0:48.969	 -0.165	 -0.025
       0:48.977	 -0.145	 -0.005
       0:48.984	 -0.155	  0.015
       0:48.992	 -0.185	  0.005
       0:49.000	 -0.135	 -0.005
       0:49.008	 -0.135	 -0.005
       0:49.016	 -0.105	  0.015
       0:49.023	 -0.065	  0.025
       0:49.031	 -0.115	  0.025
       0:49.039	 -0.065	  0.025
       0:49.047	  0.025	  0.005
       0:49.055	  0.015	 -0.055
       0:49.063	 -0.055	 -0.065
       0:49.070	 -0.135	  0.005
       0:49.078	 -0.155	 -0.025
       0:49.086	 -0.105	 -0.005
       0:49.094	 -0.145	 -0.025
       0:49.102	 -0.165	 -0.015
       0:49.109	 -0.225	  0.005
       0:49.117	 -0.255	 -0.005
       0:49.125	 -0.235	 -0.025
       0:49.133	 -0.155	 -0.025
       0:49.141	 -0.205	 -0.005
       0:49.148	 -0.215	 -0.045
       0:49.156	 -0.265	  0.105
       0:49.164	 -0.785	  0.075
       0:49.172	 -0.555	 -0.245
       0:49.180	  0.805	 -0.665
       0:49.188	  2.365	 -0.125
       0:49.195	  2.675	  0.525
       0:49.203	  2.385	  0.905
       0:49.211	  1.135	 -0.405
       0:49.219	 -0.155	 -0.775
       0:49.227	 -0.345	 -0.315
       0:49.234	 -0.245	 -0.065
       0:49.242	 -0.305	 -0.065
       0:49.250	 -0.355	 -0.085
       0:49.258	 -0.375	 -0.065
       0:49.266	 -0.355	 -0.105
       0:49.273	 -0.375	 -0.105
       0:49.281	 -0.295	 -0.115
       0:49.289	 -0.305	 -0.115
       0:49.297	 -0.265	 -0.115
       0:49.305	 -0.255	 -0.135
       0:49.313	 -0.245	 -0.155
       0:49.320	 -0.255	 -0.175
       0:49.328	 -0.225	 -0.145
       0:49.336	 -0.215	 -0.225
       0:49.344	 -0.175	 -0.235
       0:49.352	 -0.175	 -0.265
       0:49.359	 -0.145	 -0.265
       0:49.367	 -0.145	 -0.295
       0:49.375	 -0.155	 -0.315
       0:49.383	 -0.145	 -0.325
       0:49.391	 -0.125	 -0.325
       0:49.398	 -0.165	 -0.335
       0:49.406	 -0.155	 -0.345
       0:49.414	 -0.155	 -0.315
       0:49.422	 -0.125	 -0.275
       0:49.430	 -0.125	 -0.255
       0:49.438	 -0.115	 -0.215
       0:49.445	 -0.115	 -0.145
       0:49.453	 -0.115	 -0.085
       0:49.461	 -0.105	 -0.045
       0:49.469	 -0.125	 -0.015
       0:49.477	 -0.125	  0.005
       0:49.484	 -0.145	  0.005
       0:49.492	 -0.165	  0.005
       0:49.500	 -0.135	 -0.015
       0:49.508	 -0.185	 -0.015
       0:49.516	 -0.205	  0.035
       0:49.523	 -0.155	  0.015
       0:49.531	 -0.175	  0.015
       0:49.539	 -0.145	  0.005
       0:49.547	 -0.125	  0.025
       0:49.555	 -0.145	  0.005
       0:49.563	 -0.135	  0.015
       0:49.570	 -0.185	  0.025
       0:49.578	 -0.135	  0.005
       0:49.586	 -0.175	 -0.005
       0:49.594	 -0.155	 -0.015
       0:49.602	 -0.165	  0.005
       0:49.609	 -0.175	  0.005
       0:49.617	 -0.215	  0.005
       0:49.625	 -0.125	 -0.005
       0:49.633	 -0.165	 -0.015
       0:49.641	 -0.225	  0.005
       0:49.648	 -0.065	  0.045
       0:49.656	 -0.055	  0.065
       0:49.664	 -0.085	  0.045
       0:49.672	 -0.015	  0.035
       0:49.680	  0.025	 -0.035
       0:49.688	 -0.065	 -0.055
       0:49.695	 -0.135	 -0.035
       0:49.703	 -0.145	 -0.025
       0:49.711	 -0.155	 -0.015
       0:49.719	 -0.145	 -0.015
       0:49.727	 -0.195	 -0.025
       0:49.734	 -0.195	 -0.015
       0:49.742	 -0.225	 -0.045
       0:49.750	 -0.275	 -0.035
       0:49.758	 -0.225	 -0.035
       0:49.766	 -0.195	 -0.015
       0:49.773	 -0.165	 -0.005
       0:49.781	 -0.445	  0.175
       0:49.789	 -0.875	  0.075
       0:49.797	 -0.335	 -0.225
       0:49.805	  1.275	 -0.415
       0:49.813	  2.665	 -0.105
       0:49.820	  2.845	  0.315
       0:49.828	  2.595	  0.585
       0:49.836	  0.925	 -0.515
       0:49.844	 -0.345	 -0.695
       0:49.852	 -0.345	 -0.235
       0:49.859	 -0.265	 -0.065
       0:49.867	 -0.325	 -0.035
       0:49.875	 -0.365	 -0.045
       0:49.883	 -0.385	 -0.065
       0:49.891	 -0.395	 -0.065
       0:49.898	 -0.335	 -0.065
       0:49.906	 -0.335	 -0.065
       0:49.914	 -0.335	 -0.085
       0:49.922	 -0.305	 -0.095
       0:49.930	 -0.275	 -0.065
       0:49.938	 -0.275	 -0.105
       0:49.945	 -0.295	 -0.115
       0:49.953	 -0.235	 -0.105
       0:49.961	 -0.215	 -0.135
       0:49.969	 -0.195	 -0.145
       0:49.977	 -0.175	 -0.155
       0:49.984	 -0.125	 -0.175
       0:49.992	 -0.115	 -0.205
       0:50.000	 -0.145	 -0.215
       0:50.008	 -0.125	 -0.225
       0:50.016	 -0.135	 -0.215
       0:50.023	 -0.165	 -0.225
       0:50.031	 -0.175	 -0.235
       0:50.039	 -0.205	 -0.215
       0:50.047	 -0.175	 -0.175
       0:50.055	 -0.175	 -0.155
       0:50.063	 -0.125	 -0.115
       0:50.070	 -0.115	 -0.075
       0:50.078	 -0.145	 -0.055
       0:50.086	 -0.165	 -0.035
       0:50.094	 -0.145	 -0.025
       0:50.102	 -0.135	  0.005
       0:50.109	 -0.185	  0.015
       0:50.117	 -0.225	  0.005
       0:50.125	 -0.165	 -0.005
       0:50.133	 -0.155	  0.005
       0:50.141	 -0.175	  0.015
       0:50.148	 -0.175	  0.035
       0:50.156	 -0.175	 -0.005
       0:50.164	 -0.185	 -0.005
       0:50.172	 -0.175	  0.015
       0:50.180	 -0.135	 -0.005
       0:50.188	 -0.225	 -0.015
       0:50.195	 -0.185	  0.015
       0:50.203	 -0.165	  0.025
       0:50.211	 -0.175	  0.015
       0:50.219	 -0.185	  0.005
       0:50.227	 -0.125	  0.005
       0:50.234	 -0.125	  0.015
       0:50.242	 -0.215	 -0.005
       0:50.250	 -0.195	  0.005
       0:50.258	 -0.165	  0.005
       0:50.266	 -0.105	  0.045
       0:50.273	 -0.075	  0.065
       0:50.281	 -0.075	  0.055
       0:50.289	 -0.095	  0.065
       0:50.297	  0.005	  0.025
       0:50.305	 -0.045	 -0.025
       0:50.313	 -0.075	 -0.055
       0:50.320	 -0.125	 -0.005
       0:50.328	 -0.155	 -0.005
       0:50.336	 -0.195	 -0.005
       0:50.344	 -0.195	 -0.015
       0:50.352	 -0.185	 -0.025
       0:50.359	 -0.215	 -0.005
       0:50.367	 -0.235	 -0.025
       0:50.375	 -0.265	 -0.025
       0:50.383	 -0.175	 -0.025
       0:50.391	 -0.175	 -0.015
       0:50.398	 -0.195	  0.015
       0:50.406	 -0.585	  0.235
       0:50.414	 -0.865	  0.085
       0:50.422	  0.005	 -0.325
       0:50.430	  1.735	 -0.235
       0:50.438	  2.755	 -0.095
       0:50.445	  2.745	  0.505
       0:50.453	  2.125	 -0.085
       0:50.461	  0.405	 -0.855
       0:50.469	 -0.275	 -0.405
       0:50.477	 -0.225	 -0.045
       0:50.484	 -0.245	  0.005
       0:50.492	 -0.345	 -0.005
       0:50.500	 -0.365	 -0.035
       0:50.508	 -0.355	 -0.025
       0:50.516	 -0.365	 -0.025
       0:50.523	 -0.345	 -0.025
       0:50.531	 -0.325	 -0.035
       0:50.539	 -0.285	 -0.025
       0:50.547	 -0.265	 -0.055
       0:50.555	 -0.235	 -0.045
       0:50.563	 -0.235	 -0.055
       0:50.570	 -0.235	 -0.065
       0:50.578	 -0.195	 -0.065
       0:50.586	 -0.165	 -0.075
       0:50.594	 -0.165	 -0.105
       0:50.602	 -0.125	 -0.125
       0:50.609	 -0.105	 -0.115
       0:50.617	 -0.115	 -0.145
       0:50.625	 -0.135	 -0.195
       0:50.633	 -0.115	 -0.205
       0:50.641	 -0.135	 -0.185
       0:50.648	 -0.145	 -0.205
       0:50.656	 -0.155	 -0.185
       0:50.664	 -0.185	 -0.165
       0:50.672	 -0.215	 -0.135
       0:50.680	 -0.155	 -0.105
       0:50.688	 -0.145	 -0.095
       0:50.695	 -0.125	 -0.055
       0:50.703	 -0.135	 -0.015
       0:50.711	 -0.195	  0.005
       0:50.719	 -0.145	  0.005
       0:50.727	 -0.175	  0.025
       0:50.734	 -0.145	  0.055
       0:50.742	 -0.155	  0.035
       0:50.750	 -0.145	  0.025
       0:50.758	 -0.185	  0.025
       0:50.766	 -0.135	  0.045
       0:50.773	 -0.195	  0.035
       0:50.781	 -0.135	  0.035
       0:50.789	 -0.135	  0.005
       0:50.797	 -0.175	  0.015
       0:50.805	 -0.155	  0.015
       0:50.813	 -0.155	  0.005
       0:50.820	 -0.135	  0.015
       0:50.828	 -0.155	  0.025
       0:50.836	 -0.195	  0.015
       0:50.844	 -0.135	  0.005
       0:50.852	 -0.145	  0.025
       0:50.859	 -0.145	 -0.005
       0:50.867	 -0.165	  0.005
       0:50.875	 -0.115	  0.025
       0:50.883	 -0.095	  0.065
       0:50.891	 -0.065	  0.075
       0:50.898	 -0.085	  0.075
       0:50.906	  0.025	 -0.015
       0:50.914	 -0.015	 -0.035
       0:50.922	 -0.075	 -0.015
       0:50.930	 -0.175	 -0.025
       0:50.938	 -0.105	 -0.015
       0:50.945	 -0.135	 -0.005
       0:50.953	 -0.165	  0.015
       0:50.961	 -0.175	 -0.005
       0:50.969	 -0.225	 -0.025
       0:50.977	 -0.245	 -0.025
       0:50.984	 -0.225	  0.015
       0:50.992	 -0.235	 -0.015
       0:51.000	 -0.195	 -0.025
       0:51.008	 -0.205	 -0.005
       0:51.016	 -0.425	  0.215
       0:51.023	 -0.875	  0.095
       0:51.031	 -0.525	 -0.265
       0:51.039	  0.835	 -0.545
       0:51.047	  2.465	 -0.215
       0:51.055	  2.945	  0.375
       0:51.063	  2.645	  0.635
       0:51.070	  1.305	 -0.575
       0:51.078	 -0.135	 -0.665
       0:51.086	 -0.305	 -0.165
       0:51.094	 -0.295	 -0.035
       0:51.102	 -0.355	 -0.025
       0:51.109	 -0.375	 -0.015
       0:51.117	 -0.325	 -0.055
       0:51.125	 -0.355	 -0.055
       0:51.133	 -0.345	 -0.055
       0:51.141	 -0.315	 -0.055
       0:51.148	 -0.315	 -0.075
       0:51.156	 -0.315	 -0.075
       0:51.164	 -0.305	 -0.085
       0:51.172	 -0.245	 -0.065
       0:51.180	 -0.255	 -0.095
       0:51.188	 -0.245	 -0.115
       0:51.195	 -0.185	 -0.125
       0:51.203	 -0.145	 -0.105
       0:51.211	 -0.145	 -0.155
       0:51.219	 -0.135	 -0.195
       0:51.227	 -0.145	 -0.195
       0:51.234	 -0.105	 -0.205
       0:51.242	 -0.105	 -0.255
       0:51.250	 -0.075	 -0.275
       0:51.258	 -0.135	 -0.265
       0:51.266	 -0.135	 -0.265
       0:51.273	 -0.185	 -0.255
       0:51.281	 -0.205	 -0.255
       0:51.289	 -0.185	 -0.205
       0:51.297	 -0.165	 -0.145
       0:51.305	 -0.115	 -0.115
       0:51.313	 -0.115	 -0.085
       0:51.320	 -0.135	 -0.035
       0:51.328	 -0.115	 -0.005
       0:51.336	 -0.145	 -0.015
       0:51.344	 -0.175	 -0.015
       0:51.352	 -0.155	  0.005
       0:51.359	 -0.165	 -0.005
       0:51.367	 -0.145	  0.015
       0:51.375	 -0.175	  0.015
       0:51.383	 -0.175	  0.005
       0:51.391	 -0.155	 -0.015
       0:51.398	 -0.145	 -0.015
       0:51.406	 -0.145	 -0.025
       0:51.414	 -0.155	 -0.005
       0:51.422	 -0.125	  0.005
       0:51.430	 -0.155	 -0.005
       0:51.438	 -0.165	 -0.015
       0:51.445	 -0.155	 -0.015
       0:51.453	 -0.155	 -0.005
       0:51.461	 -0.135	  0.005
       0:51.469	 -0.155	 -0.015
       0:51.477	 -0.185	 -0.025
       0:51.484	 -0.125	  0.005
       0:51.492	 -0.105	 -0.005
       0:51.500	 -0.095	  0.035
       0:51.508	 -0.085	  0.035
       0:51.516	 -0.095	  0.065
       0:51.523	 -0.035	  0.015
       0:51.531	  0.035	 -0.055
       0:51.539	 -0.005	 -0.045
       0:51.547	 -0.045	 -0.025
       0:51.555	 -0.095	 -0.035
       0:51.563	 -0.145	 -0.015
       0:51.570	 -0.135	 -0.025
       0:51.578	 -0.135	 -0.015
       0:51.586	 -0.175	 -0.035
       0:51.594	 -0.185	 -0.035
       0:51.602	 -0.225	 -0.005
       0:51.609	 -0.175	 -0.015
       0:51.617	 -0.215	 -0.035
       0:51.625	 -0.175	 -0.025
       0:51.633	 -0.155	  0.045
       0:51.641	 -0.705	  0.185
       0:51.648	 -0.785	 -0.115
       0:51.656	  0.315	 -0.675
       0:51.664	  2.165	 -0.205
       0:51.672	  2.895	  0.455
       0:51.680	  2.595	  0.855
       0:51.688	  1.225	 -0.535
       0:51.695	 -0.145	 -0.765
       0:51.703	 -0.315	 -0.255
       0:51.711	 -0.305	 -0.045
       0:51.719	 -0.305	 -0.065
       0:51.727	 -0.305	 -0.075
       0:51.734	 -0.315	 -0.075
       0:51.742	 -0.315	 -0.085
       0:51.750	 -0.295	 -0.095
       0:51.758	 -0.285	 -0.105
       0:51.766	 -0.265	 -0.105
       0:51.773	 -0.265	 -0.125
       0:51.781	 -0.245	 -0.145
       0:51.789	 -0.225	 -0.135
       0:51.797	 -0.215	 -0.135
       0:51.805	 -0.195	 -0.175
       0:51.813	 -0.225	 -0.195
       0:51.820	 -0.145	 -0.195
       0:51.828	 -0.135	 -0.205
       0:51.836	 -0.135	 -0.275
       0:51.844	 -0.125	 -0.305
       0:51.852	 -0.065	 -0.315
       0:51.859	 -0.085	 -0.335
       0:51.867	 -0.105	 -0.355
       0:51.875	 -0.185	 -0.365
       0:51.883	 -0.145	 -0.365
       0:51.891	 -0.125	 -0.325
       0:51.898	 -0.135	 -0.315
       0:51.906	 -0.125	 -0.275
       0:51.914	 -0.115	 -0.205
       0:51.922	 -0.075	 -0.155
       0:51.930	 -0.065	 -0.115
       0:51.938	 -0.085	 -0.085
       0:51.945	 -0.105	 -0.045
       0:51.953	 -0.155	 -0.025
       0:51.961	 -0.105	 -0.005
       0:51.969	 -0.135	 -0.035
       0:51.977	 -0.165	 -0.035
       0:51.984	 -0.135	 -0.015
       0:51.992	 -0.115	 -0.015
       0:52.000	 -0.135	 -0.025
       0:52.008	 -0.135	 -0.025
       0:52.016	 -0.125	  0.015
       0:52.023	 -0.135	 -0.015
       0:52.031	 -0.175	  0.005
       0:52.039	 -0.145	 -0.015
       0:52.047	 -0.135	 -0.015
       0:52.055	 -0.145	 -0.015
       0:52.063	 -0.155	 -0.035
       0:52.070	 -0.145	 -0.035
       0:52.078	 -0.125	 -0.005
       0:52.086	 -0.135	 -0.025
       0:52.094	 -0.135	 -0.015
       0:52.102	 -0.125	 -0.025
       0:52.109	 -0.125	  0.005
       0:52.117	 -0.105	  0.035
       0:52.125	 -0.085	  0.025
       0:52.133	 -0.085	  0.005
       0:52.141	  0.035	 -0.025
       0:52.148	  0.015	 -0.065
       0:52.156	 -0.065	 -0.065
       0:52.164	 -0.095	 -0.065
       0:52.172	 -0.135	 -0.055
       0:52.180	 -0.145	 -0.025
       0:52.188	 -0.125	 -0.035
       0:52.195	 -0.145	 -0.045
       0:52.203	 -0.185	 -0.055
       0:52.211	 -0.225	 -0.045
       0:52.219	 -0.255	 -0.045
       0:52.227	 -0.215	 -0.045
       0:52.234	 -0.135	 -0.025
       0:52.242	 -0.145	 -0.045
       0:52.250	 -0.335	  0.125
       0:52.258	 -0.915	  0.095
       0:52.266	 -0.545	 -0.155
       0:52.273	  0.695	 -0.505
       0:52.281	  2.345	 -0.185
       0:52.289	  2.835	  0.205
       0:52.297	  2.585	  0.695
       0:52.305	  1.275	 -0.445
       0:52.313	 -0.195	 -0.745
       0:52.320	 -0.365	 -0.285
       0:52.328	 -0.255	 -0.045
       0:52.336	 -0.295	 -0.055
       0:52.344	 -0.345	 -0.085
       0:52.352	 -0.355	 -0.085
       0:52.359	 -0.305	 -0.075
       0:52.367	 -0.345	 -0.095
       0:52.375	 -0.345	 -0.095
       0:52.383	 -0.295	 -0.085
       0:52.391	 -0.265	 -0.095
       0:52.398	 -0.285	 -0.115
       0:52.406	 -0.285	 -0.135
       0:52.414	 -0.225	 -0.135
       0:52.422	 -0.175	 -0.145
       0:52.430	 -0.205	 -0.165
       0:52.438	 -0.185	 -0.175
       0:52.445	 -0.165	 -0.195
       0:52.453	 -0.165	 -0.225
       0:52.461	 -0.145	 -0.265
       0:52.469	 -0.115	 -0.285
       0:52.477	 -0.135	 -0.285
       0:52.484	 -0.155	 -0.275
       0:52.492	 -0.155	 -0.265
       0:52.500	 -0.175	 -0.265
       0:52.508	 -0.205	 -0.255
       0:52.516	 -0.205	 -0.205
       0:52.523	 -0.165	 -0.205
       0:52.531	 -0.105	 -0.165
       0:52.539	 -0.105	 -0.105
       0:52.547	 -0.095	 -0.065
       0:52.555	 -0.135	 -0.045
       0:52.563	 -0.155	 -0.065
       0:52.570	 -0.145	 -0.035
       0:52.578	 -0.135	 -0.015
       0:52.586	 -0.145	 -0.015
       0:52.594	 -0.185	 -0.025
       0:52.602	 -0.185	 -0.025
       0:52.609	 -0.135	 -0.005
       0:52.617	 -0.175	 -0.025
       0:52.625	 -0.155	 -0.025
       0:52.633	 -0.135	 -0.015
       0:52.641	 -0.175	 -0.035
       0:52.648	 -0.155	 -0.045
       0:52.656	 -0.155	 -0.055
       0:52.664	 -0.145	 -0.025
       0:52.672	 -0.135	 -0.025
       0:52.680	 -0.155	 -0.025
       0:52.688	 -0.185	 -0.045
       0:52.695	 -0.185	 -0.025
       0:52.703	 -0.105	 -0.015
       0:52.711	 -0.145	 -0.015
       0:52.719	 -0.065	  0.035
       0:52.727	 -0.085	  0.045
       0:52.734	 -0.095	  0.065
       0:52.742	 -0.055	  0.025
       0:52.750	  0.015	 -0.055
       0:52.758	  0.005	 -0.055
       0:52.766	 -0.085	 -0.055
       0:52.773	 -0.165	 -0.035
       0:52.781	 -0.105	 -0.025
       0:52.789	 -0.115	 -0.015
       0:52.797	 -0.125	 -0.005
       0:52.805	 -0.205	 -0.035
       0:52.813	 -0.215	 -0.045
       0:52.820	 -0.205	 -0.035
       0:52.828	 -0.175	 -0.025
       0:52.836	 -0.195	 -0.025
       0:52.844	 -0.135	 -0.005
       0:52.852	 -0.165	  0.075
       0:52.859	 -0.745	  0.235
       0:52.867	 -0.825	  0.005
       0:52.875	  0.135	 -0.435
       0:52.883	  1.845	 -0.205
       0:52.891	  2.735	 -0.005
       0:52.898	  2.695	  0.545
       0:52.906	  1.885	 -0.365
       0:52.914	  0.295	 -0.865
       0:52.922	 -0.235	 -0.315
       0:52.930	 -0.225	 -0.015
       0:52.938	 -0.255	 -0.015
       0:52.945	 -0.305	 -0.015
       0:52.953	 -0.315	 -0.025
       0:52.961	 -0.285	 -0.045
       0:52.969	 -0.265	 -0.045
       0:52.977	 -0.275	 -0.035
       0:52.984	 -0.285	 -0.045
       0:52.992	 -0.265	 -0.045
       0:53.000	 -0.245	 -0.065
       0:53.008	 -0.245	 -0.075
       0:53.016	 -0.195	 -0.035
       0:53.023	 -0.185	 -0.075
       0:53.031	 -0.175	 -0.105
       0:53.039	 -0.135	 -0.115
       0:53.047	 -0.135	 -0.115
       0:53.055	 -0.115	 -0.115
       0:53.063	 -0.105	 -0.175
       0:53.070	 -0.095	 -0.165
       0:53.078	 -0.115	 -0.205
       0:53.086	 -0.115	 -0.235
       0:53.094	 -0.125	 -0.205
       0:53.102	 -0.145	 -0.225
       0:53.109	 -0.175	 -0.215
       0:53.117	 -0.195	 -0.205
       0:53.125	 -0.205	 -0.175
       0:53.133	 -0.145	 -0.155
       0:53.141	 -0.145	 -0.085
       0:53.148	 -0.115	 -0.065
       0:53.156	 -0.145	 -0.055
       0:53.164	 -0.165	 -0.025
       0:53.172	 -0.125	  0.005
       0:53.180	 -0.135	 -0.005
       0:53.188	 -0.135	  0.025
       0:53.195	 -0.145	  0.015
       0:53.203	 -0.135	  0.015
       0:53.211	 -0.155	  0.015
       0:53.219	 -0.135	 -0.015
       0:53.227	 -0.185	  0.005
       0:53.234	 -0.145	  0.005
       0:53.242	 -0.135	  0.005
       0:53.250	 -0.165	 -0.015
       0:53.258	 -0.165	  0.005
       0:53.266	 -0.135	 -0.005
       0:53.273	 -0.115	 -0.005
       0:53.281	 -0.185	  0.015
       0:53.289	 -0.145	 -0.035
       0:53.297	 -0.145	 -0.005
       0:53.305	 -0.135	  0.015
       0:53.313	 -0.175	 -0.005
       0:53.320	 -0.135	  0.025
       0:53.328	 -0.085	  0.055
       0:53.336	 -0.075	  0.055
       0:53.344	 -0.105	  0.075
       0:53.352	 -0.075	  0.065
       0:53.359	  0.035	 -0.005
       0:53.367	 -0.015	 -0.055
       0:53.375	 -0.105	 -0.045
       0:53.383	 -0.125	  0.005
       0:53.391	 -0.135	  0.015
       0:53.398	 -0.165	  0.025
       0:53.406	 -0.165	 -0.015
       0:53.414	 -0.225	 -0.015
       0:53.422	 -0.235	  0.025
       0:53.430	 -0.285	  0.035
       0:53.438	 -0.245	 -0.005
       0:53.445	 -0.205	 -0.015
       0:53.453	 -0.195	  0.005
       0:53.461	 -0.235	  0.175
       0:53.469	 -0.905	  0.185
       0:53.477	 -0.775	 -0.155
       0:53.484	  0.505	 -0.575
       0:53.492	  2.325	 -0.195
       0:53.500	  2.935	  0.495
       0:53.508	  2.605	  0.595
       0:53.516	  1.235	 -0.725
       0:53.523	 -0.165	 -0.635
       0:53.531	 -0.315	 -0.155
       0:53.539	 -0.285	 -0.015
       0:53.547	 -0.315	 -0.025
       0:53.555	 -0.355	 -0.015
       0:53.563	 -0.425	 -0.035
       0:53.570	 -0.405	 -0.045
       0:53.578	 -0.335	 -0.025
       0:53.586	 -0.315	 -0.035
       0:53.594	 -0.335	 -0.075
       0:53.602	 -0.335	 -0.085
       0:53.609	 -0.305	 -0.055
       0:53.617	 -0.325	 -0.085
       0:53.625	 -0.275	 -0.095
       0:53.633	 -0.215	 -0.095
       0:53.641	 -0.205	 -0.125
       0:53.648	 -0.235	 -0.115
       0:53.656	 -0.175	 -0.165
       0:53.664	 -0.185	 -0.195
       0:53.672	 -0.115	 -0.195
       0:53.680	 -0.165	 -0.225
       0:53.688	 -0.155	 -0.235
       0:53.695	 -0.165	 -0.295
       0:53.703	 -0.175	 -0.275
       0:53.711	 -0.175	 -0.265
       0:53.719	 -0.205	 -0.255
       0:53.727	 -0.235	 -0.245
       0:53.734	 -0.205	 -0.185
       0:53.742	 -0.175	 -0.155
       0:53.750	 -0.145	 -0.135
       0:53.758	 -0.185	 -0.055
       0:53.766	 -0.125	 -0.045
       0:53.773	 -0.155	 -0.005
       0:53.781	 -0.195	  0.035
       0:53.789	 -0.185	 -0.015
       0:53.797	 -0.195	  0.005
       0:53.805	 -0.205	  0.015
       0:53.813	 -0.185	 -0.005
       0:53.820	 -0.215	  0.005
       0:53.828	 -0.185	  0.015
       0:53.836	 -0.155	  0.015
       0:53.844	 -0.185	 -0.005
       0:53.852	 -0.165	 -0.005
       0:53.859	 -0.155	  0.035
       0:53.867	 -0.185	  0.005
       0:53.875	 -0.165	 -0.005
       0:53.883	 -0.185	  0.005
       0:53.891	 -0.165	  0.015
       0:53.898	 -0.205	  0.005
       0:53.906	 -0.185	 -0.015
       0:53.914	 -0.185	 -0.005
       0:53.922	 -0.185	 -0.005
       0:53.930	 -0.145	  0.005
       0:53.938	 -0.115	  0.035
       0:53.945	 -0.075	  0.065
       0:53.953	 -0.105	  0.075
       0:53.961	 -0.045	  0.015
       0:53.969	 -0.025	 -0.055
       0:53.977	 -0.095	 -0.075
       0:53.984	 -0.115	 -0.015
       0:53.992	 -0.145	 -0.005
       0:54.000	 -0.135	  0.005
       0:54.008	 -0.215	  0.005
       0:54.016	 -0.205	 -0.035
       0:54.023	 -0.235	 -0.005
       0:54.031	 -0.265	 -0.025
       0:54.039	 -0.235	  0.005
       0:54.047	 -0.185	 -0.035
       0:54.055	 -0.195	 -0.025
       0:54.063	 -0.195	 -0.015
       0:54.070	 -0.375	  0.185
       0:54.078	 -0.935	  0.065
       0:54.086	 -0.705	 -0.355
       0:54.094	  0.635	 -0.675
       0:54.102	  2.355	 -0.065
       0:54.109	  2.855	  0.685
       0:54.117	  2.485	  0.755
       0:54.125	  0.825	 -0.725
       0:54.133	 -0.315	 -0.615
       0:54.141	 -0.335	 -0.155
       0:54.148	 -0.335	 -0.055
       0:54.156	 -0.345	 -0.075
       0:54.164	 -0.365	 -0.085
       0:54.172	 -0.375	 -0.085
       0:54.180	 -0.375	 -0.105
       0:54.188	 -0.335	 -0.115
       0:54.195	 -0.375	 -0.115
       0:54.203	 -0.345	 -0.105
       0:54.211	 -0.295	 -0.135
       0:54.219	 -0.305	 -0.165
       0:54.227	 -0.255	 -0.165
       0:54.234	 -0.275	 -0.165
       0:54.242	 -0.255	 -0.175
       0:54.250	 -0.255	 -0.245
       0:54.258	 -0.195	 -0.285
       0:54.266	 -0.175	 -0.285
       0:54.273	 -0.175	 -0.315
       0:54.281	 -0.175	 -0.325
       0:54.289	 -0.175	 -0.355
       0:54.297	 -0.185	 -0.365
       0:54.305	 -0.165	 -0.365
       0:54.313	 -0.255	 -0.345
       0:54.320	 -0.235	 -0.405
       0:54.328	 -0.215	 -0.355
       0:54.336	 -0.205	 -0.305
       0:54.344	 -0.155	 -0.275
       0:54.352	 -0.165	 -0.205
       0:54.359	 -0.155	 -0.125
       0:54.367	 -0.135	 -0.095
       0:54.375	 -0.135	 -0.065
       0:54.383	 -0.165	 -0.035
       0:54.391	 -0.185	 -0.045
       0:54.398	 -0.185	 -0.055
       0:54.406	 -0.225	 -0.035
       0:54.414	 -0.195	 -0.005
       0:54.422	 -0.155	 -0.015
       0:54.430	 -0.185	 -0.015
       0:54.438	 -0.195	 -0.005
       0:54.445	 -0.185	 -0.015
       0:54.453	 -0.165	 -0.005
       0:54.461	 -0.235	 -0.025
       0:54.469	 -0.205	 -0.025
       0:54.477	 -0.195	 -0.035
       0:54.484	 -0.145	 -0.025
       0:54.492	 -0.185	 -0.005
       0:54.500	 -0.235	 -0.025
       0:54.508	 -0.195	 -0.025
       0:54.516	 -0.225	 -0.015
       0:54.523	 -0.175	 -0.015
       0:54.531	 -0.185	 -0.035
       0:54.539	 -0.225	 -0.025
       0:54.547	 -0.185	 -0.015
       0:54.555	 -0.145	  0.015
       0:54.563	 -0.135	  0.045
       0:54.570	 -0.125	  0.035
       0:54.578	 -0.185	  0.055
       0:54.586	 -0.005	 -0.005
       0:54.594	 -0.035	 -0.055
       0:54.602	 -0.155	 -0.065
       0:54.609	 -0.145	 -0.045
       0:54.617	 -0.165	 -0.035
       0:54.625	 -0.155	 -0.015
       0:54.633	 -0.185	 -0.015
       0:54.641	 -0.215	 -0.025
       0:54.648	 -0.235	 -0.055
       0:54.656	 -0.265	 -0.045
       0:54.664	 -0.255	 -0.035
       0:54.672	 -0.215	 -0.015
       0:54.680	 -0.235	 -0.025
       0:54.688	 -0.235	  0.005
       0:54.695	 -0.485	  0.175
       0:54.703	 -0.925	 -0.025
       0:54.711	 -0.305	 -0.375
       0:54.719	  1.225	 -0.395
